algo,exp_label,req_id,src,dst,sp_hop,chosen_hop,detour,in_path_set,tree_depth,purify_rounds,fidelity,prob,finish_t,outcome
ZFA_routing,tao=0.050000 Round=0,25,24,12,4,NA,NA,NA,NA,NA,NA,NA,NA,fail_fid
ZFA_routing,tao=0.050000 Round=0,26,29,11,4,NA,NA,NA,NA,NA,NA,NA,NA,fail_fid
ZFA_routing,tao=0.050000 Round=0,27,0,23,4,NA,NA,NA,NA,NA,NA,NA,NA,fail_fid
ZFA_routing,tao=0.050000 Round=0,28,15,11,4,NA,NA,NA,NA,NA,NA,NA,NA,no_shape
ZFA_routing,tao=0.050000 Round=0,29,17,20,3,NA,NA,NA,NA,NA,NA,NA,NA,fail_fid
SP_skewed,tao=0.050000 Round=0,0,5,13,4,4,0,1,3,1|1|1|1,0.817284,0.518588,6,accepted
SP_skewed,tao=0.050000 Round=0,1,8,27,3,3,0,1,2,0|0|0,0.812099,0.81,4,accepted
SP_skewed,tao=0.050000 Round=0,2,10,23,4,4,0,1,3,2|2|2|2,0.817184,0.34859,9,accepted
SP_skewed,tao=0.050000 Round=0,3,18,19,3,3,0,1,2,0|0|0,0.831046,0.81,4,accepted
SP_skewed,tao=0.050000 Round=0,4,8,28,4,4,0,1,3,2|2|2|2,0.824795,0.360516,7,accepted
SP_skewed,tao=0.050000 Round=0,5,23,2,4,4,0,1,3,2|2|2|2,0.820967,0.354419,8,accepted
SP_skewed,tao=0.050000 Round=0,6,14,29,2,2,0,1,1,0|0,0.846787,0.9,3,accepted
SP_skewed,tao=0.050000 Round=0,7,26,6,3,3,0,1,2,1|1|1,0.828499,0.59001,9,accepted
SP_skewed,tao=0.050000 Round=0,8,10,29,3,3,0,1,2,1|1|1,0.834478,0.597172,5,accepted
SP_skewed,tao=0.050000 Round=0,9,15,21,3,3,0,1,2,1|1|1,0.834003,0.596443,8,accepted
SP_skewed,tao=0.050000 Round=0,10,12,29,3,3,0,1,2,1|1|1,0.841838,0.605589,6,accepted
SP_skewed,tao=0.050000 Round=0,11,6,19,4,4,0,1,3,1|1|1|1,0.804455,0.505039,7,accepted
SP_skewed,tao=0.050000 Round=0,12,27,18,3,3,0,1,2,1|1|1,0.841846,0.606037,10,accepted
SP_skewed,tao=0.050000 Round=0,13,12,21,3,3,0,1,2,1|1|1,0.83129,0.593307,6,accepted
SP_skewed,tao=0.050000 Round=0,14,17,27,4,4,0,1,3,2|2|2|2,0.823771,0.358901,12,accepted
SP_skewed,tao=0.050000 Round=0,15,19,12,3,3,0,1,2,1|1|1,0.842002,0.606345,6,accepted
SP_skewed,tao=0.050000 Round=0,16,6,7,4,NA,NA,NA,NA,NA,NA,NA,NA,fail_mem
SP_skewed,tao=0.050000 Round=0,17,16,19,4,4,0,1,3,1|1|1|1,0.800881,0.501365,8,accepted
SP_skewed,tao=0.050000 Round=0,18,21,15,3,3,0,1,2,1|1|1,0.833991,0.596443,11,accepted
SP_skewed,tao=0.050000 Round=0,19,12,14,2,2,0,1,1,0|0,0.842841,0.9,7,accepted
SP_skewed,tao=0.050000 Round=0,20,23,16,3,3,0,1,2,1|1|1,0.834289,0.596737,7,accepted
SP_skewed,tao=0.050000 Round=0,21,17,3,4,NA,NA,NA,NA,NA,NA,NA,NA,fail_mem
SP_skewed,tao=0.050000 Round=0,22,9,15,4,NA,NA,NA,NA,NA,NA,NA,NA,fail_fid
SP_skewed,tao=0.050000 Round=0,23,24,29,4,NA,NA,NA,NA,NA,NA,NA,NA,fail_mem
SP_skewed,tao=0.050000 Round=0,24,21,13,2,2,0,1,1,0|0,0.88859,0.9,3,accepted
SP_skewed,tao=0.050000 Round=0,25,24,12,4,NA,NA,NA,NA,NA,NA,NA,NA,fail_mem
SP_skewed,tao=0.050000 Round=0,26,29,11,4,NA,NA,NA,NA,NA,NA,NA,NA,fail_mem
SP_skewed,tao=0.050000 Round=0,27,0,23,4,4,0,1,3,1|1|1|1,0.806079,0.50641,11,accepted
SP_skewed,tao=0.050000 Round=0,28,15,11,4,NA,NA,NA,NA,NA,NA,NA,NA,fail_fid
SP_skewed,tao=0.050000 Round=0,29,17,20,3,3,0,1,2,1|1|1,0.833858,0.59622,12,accepted
SP_balanced,tao=0.050000 Round=0,0,5,13,4,4,0,1,2,1|1|1|1,0.817834,0.518588,5,accepted
SP_balanced,tao=0.050000 Round=0,1,8,27,3,3,0,1,2,0|0|0,0.811816,0.81,4,accepted
SP_balanced,tao=0.050000 Round=0,2,10,23,4,4,0,1,2,2|2|2|2,0.817565,0.34859,7,accepted
SP_balanced,tao=0.050000 Round=0,3,18,19,3,3,0,1,2,0|0|0,0.831092,0.81,4,accepted
SP_balanced,tao=0.050000 Round=0,4,8,28,4,4,0,1,2,2|2|2|2,0.825163,0.360516,6,accepted
SP_balanced,tao=0.050000 Round=0,5,23,2,4,4,0,1,2,2|2|2|2,0.821342,0.354419,9,accepted
SP_balanced,tao=0.050000 Round=0,6,14,29,2,2,0,1,1,0|0,0.846787,0.9,3,accepted
SP_balanced,tao=0.050000 Round=0,7,26,6,3,3,0,1,2,1|1|1,0.828479,0.59001,9,accepted
SP_balanced,tao=0.050000 Round=0,8,10,29,3,3,0,1,2,1|1|1,0.834604,0.597172,5,accepted
SP_balanced,tao=0.050000 Round=0,9,15,21,3,3,0,1,2,1|1|1,0.833991,0.596443,7,accepted
SP_balanced,tao=0.050000 Round=0,10,12,29,3,3,0,1,2,1|1|1,0.841875,0.605589,7,accepted
SP_balanced,tao=0.050000 Round=0,11,6,19,4,4,0,1,2,1|1|1|1,0.805144,0.505039,8,accepted
SP_balanced,tao=0.050000 Round=0,12,27,18,3,3,0,1,2,1|1|1,0.842041,0.606037,11,accepted
SP_balanced,tao=0.050000 Round=0,13,12,21,3,3,0,1,2,1|1|1,0.831301,0.593307,9,accepted
SP_balanced,tao=0.050000 Round=0,14,17,27,4,4,0,1,2,2|2|2|2,0.824238,0.358901,10,accepted
SP_balanced,tao=0.050000 Round=0,15,19,12,3,3,0,1,2,1|1|1,0.841821,0.606345,5,accepted
SP_balanced,tao=0.050000 Round=0,16,6,7,4,NA,NA,NA,NA,NA,NA,NA,NA,fail_mem
SP_balanced,tao=0.050000 Round=0,17,16,19,4,4,0,1,2,1|1|1|1,0.801601,0.501365,11,accepted
SP_balanced,tao=0.050000 Round=0,18,21,15,3,3,0,1,2,1|1|1,0.834003,0.596443,11,accepted
SP_balanced,tao=0.050000 Round=0,19,12,14,2,2,0,1,1,0|0,0.842841,0.9,3,accepted
SP_balanced,tao=0.050000 Round=0,20,23,16,3,3,0,1,2,1|1|1,0.834306,0.596737,5,accepted
SP_balanced,tao=0.050000 Round=0,21,17,3,4,NA,NA,NA,NA,NA,NA,NA,NA,fail_fid
SP_balanced,tao=0.050000 Round=0,22,9,15,4,5,1,0,3,4|4|4|4|4,0.80193,0.126899,12,accepted
SP_balanced,tao=0.050000 Round=0,23,24,29,4,NA,NA,NA,NA,NA,NA,NA,NA,fail_fid
SP_balanced,tao=0.050000 Round=0,24,21,13,2,2,0,1,1,0|0,0.88859,0.9,9,accepted
SP_balanced,tao=0.050000 Round=0,25,24,12,4,NA,NA,NA,NA,NA,NA,NA,NA,fail_mem
SP_balanced,tao=0.050000 Round=0,26,29,11,4,NA,NA,NA,NA,NA,NA,NA,NA,fail_fid
SP_balanced,tao=0.050000 Round=0,27,0,23,4,4,0,1,2,1|1|1|1,0.806463,0.50641,12,accepted
SP_balanced,tao=0.050000 Round=0,28,15,11,4,NA,NA,NA,NA,NA,NA,NA,NA,fail_fid
SP_balanced,tao=0.050000 Round=0,29,17,20,3,NA,NA,NA,NA,NA,NA,NA,NA,fail_mem
ZFA_routing,tao=0.010000 Round=0,16,7,8,4,4,0,0,3,1|0|0|1,0.80412,0.599342,5,accepted
ZFA_routing,tao=0.010000 Round=0,29,22,6,4,4,0,1,3,0|0|3|5,0.800943,0.378875,11,accepted
ZFA_routing,tao=0.010000 Round=0,27,1,26,3,3,0,1,2,0|0|0,0.828779,0.81,12,accepted
ZFA_routing,tao=0.010000 Round=0,26,29,15,4,4,0,0,3,0|5|0|0,0.802936,0.449364,12,accepted
ZFA_routing,tao=0.010000 Round=0,25,23,8,3,3,0,1,2,1|0|0,0.807743,0.739089,6,accepted
ZFA_routing,tao=0.010000 Round=0,24,25,14,3,3,0,1,2,0|0|0,0.821898,0.81,9,accepted
ZFA_routing,tao=0.010000 Round=0,23,3,26,4,4,0,1,3,0|2|0|0,0.809884,0.611786,7,accepted
ZFA_routing,tao=0.010000 Round=0,22,4,16,4,4,0,1,2,1|1|0|1,0.80814,0.551421,5,accepted
ZFA_routing,tao=0.010000 Round=0,21,18,3,4,4,0,1,2,1|1|1|1,0.804729,0.490606,5,accepted
ZFA_routing,tao=0.010000 Round=0,20,21,18,1,1,0,1,0,0,0.916035,0.999999,2,accepted
ZFA_routing,tao=0.010000 Round=0,19,16,12,3,3,0,1,2,0|0|1,0.811699,0.737953,4,accepted
ZFA_routing,tao=0.010000 Round=0,17,11,15,1,1,0,1,0,0,0.914295,0.999999,2,accepted
ZFA_routing,tao=0.010000 Round=0,0,29,21,3,3,0,1,2,1|0|0,0.810881,0.726527,7,accepted
ZFA_routing,tao=0.010000 Round=0,15,21,16,3,3,0,1,2,5|0|0,0.814533,0.505015,12,accepted
ZFA_routing,tao=0.010000 Round=0,14,10,17,4,4,0,1,3,2|1|1|0,0.802293,0.518246,6,accepted
ZFA_routing,tao=0.010000 Round=0,12,25,28,2,2,0,1,1,0|0,0.866268,0.899999,3,accepted
ZFA_routing,tao=0.010000 Round=0,11,18,5,3,3,0,1,2,0|0|1,0.814435,0.740828,8,accepted
ZFA_routing,tao=0.010000 Round=0,10,11,18,3,3,0,0,2,5|0|0,0.811879,0.495723,12,accepted
ZFA_routing,tao=0.010000 Round=0,9,7,19,3,3,0,1,2,0|0|0,0.823003,0.81,7,accepted
ZFA_routing,tao=0.010000 Round=0,8,10,1,4,4,0,1,3,2|0|0|1,0.805682,0.541686,6,accepted
ZFA_routing,tao=0.010000 Round=0,6,7,28,4,4,0,1,3,5|0|0|5,0.813688,0.282676,12,accepted
ZFA_routing,tao=0.010000 Round=0,5,20,24,4,4,0,0,3,0|0|5|5,0.813251,0.29688,12,accepted
ZFA_routing,tao=0.010000 Round=0,2,13,27,2,2,0,1,1,0|0,0.852749,0.9,3,accepted
ZFA_routing,tao=0.010000 Round=0,1,0,20,4,4,0,1,3,0|0|0|4,0.81125,0.515801,9,accepted
ZFA_routing,tao=0.010000 Round=0,3,16,23,4,NA,NA,NA,NA,NA,NA,NA,NA,no_shape
ZFA_routing,tao=0.010000 Round=0,4,27,12,4,NA,NA,NA,NA,NA,NA,NA,NA,no_shape
ZFA_routing,tao=0.010000 Round=0,7,24,26,4,NA,NA,NA,NA,NA,NA,NA,NA,no_shape
ZFA_routing,tao=0.010000 Round=0,13,10,23,4,NA,NA,NA,NA,NA,NA,NA,NA,no_shape
ZFA_routing,tao=0.010000 Round=0,18,12,7,4,NA,NA,NA,NA,NA,NA,NA,NA,no_shape
ZFA_routing,tao=0.010000 Round=0,28,2,8,4,NA,NA,NA,NA,NA,NA,NA,NA,no_shape
SP_skewed,tao=0.010000 Round=0,0,29,21,3,3,0,1,2,1|1|1,0.846175,0.5992,5,accepted
SP_skewed,tao=0.010000 Round=0,1,0,20,4,4,0,1,3,1|1|1|1,0.841311,0.530423,6,accepted
SP_skewed,tao=0.010000 Round=0,2,13,27,2,2,0,1,1,0|0,0.852749,0.9,3,accepted
SP_skewed,tao=0.010000 Round=0,3,16,23,4,4,0,1,3,2|2|2|2,0.826339,0.342026,8,accepted
SP_skewed,tao=0.010000 Round=0,4,27,12,4,4,0,1,3,1|1|1|1,0.816238,0.502905,9,accepted
SP_skewed,tao=0.010000 Round=0,5,20,24,4,4,0,1,3,1|1|1|1,0.81271,0.499334,6,accepted
SP_skewed,tao=0.010000 Round=0,6,7,28,4,4,0,1,3,1|1|1|1,0.817343,0.504798,10,accepted
SP_skewed,tao=0.010000 Round=0,7,24,26,4,4,0,1,3,1|1|1|1,0.808338,0.494585,11,accepted
SP_skewed,tao=0.010000 Round=0,8,10,1,4,4,0,1,3,1|1|1|1,0.825281,0.513012,11,accepted
SP_skewed,tao=0.010000 Round=0,9,7,19,3,3,0,1,2,0|0|0,0.822942,0.81,11,accepted
SP_skewed,tao=0.010000 Round=0,10,11,18,3,3,0,1,2,1|1|1,0.851094,0.605489,12,accepted
SP_skewed,tao=0.010000 Round=0,11,18,5,3,3,0,1,2,1|1|1,0.85175,0.605953,5,accepted
SP_skewed,tao=0.010000 Round=0,12,25,28,2,2,0,1,1,0|0,0.866268,0.899999,10,accepted
SP_skewed,tao=0.010000 Round=0,13,10,23,4,4,0,1,3,1|1|1|1,0.807723,0.49413,12,accepted
SP_skewed,tao=0.010000 Round=0,14,10,17,4,4,0,1,3,1|1|1|1,0.814869,0.501618,6,accepted
SP_skewed,tao=0.010000 Round=0,15,21,16,3,NA,NA,NA,NA,NA,NA,NA,NA,fail_mem
SP_skewed,tao=0.010000 Round=0,16,7,8,4,NA,NA,NA,NA,NA,NA,NA,NA,fail_fid
SP_skewed,tao=0.010000 Round=0,17,11,15,1,1,0,1,0,0,0.914295,0.999999,2,accepted
SP_skewed,tao=0.010000 Round=0,18,12,7,4,NA,NA,NA,NA,NA,NA,NA,NA,fail_mem
SP_skewed,tao=0.010000 Round=0,19,16,12,3,NA,NA,NA,NA,NA,NA,NA,NA,fail_mem
SP_skewed,tao=0.010000 Round=0,20,21,18,1,1,0,1,0,0,0.916035,0.999999,2,accepted
SP_skewed,tao=0.010000 Round=0,21,18,3,4,NA,NA,NA,NA,NA,NA,NA,NA,fail_mem
SP_skewed,tao=0.010000 Round=0,22,4,16,4,NA,NA,NA,NA,NA,NA,NA,NA,fail_mem
SP_skewed,tao=0.010000 Round=0,23,3,26,4,5,1,0,4,2|2|2|2|2,0.808014,0.279131,10,accepted
SP_skewed,tao=0.010000 Round=0,24,25,14,3,NA,NA,NA,NA,NA,NA,NA,NA,fail_mem
SP_skewed,tao=0.010000 Round=0,25,23,8,3,NA,NA,NA,NA,NA,NA,NA,NA,fail_fid
SP_skewed,tao=0.010000 Round=0,26,29,15,4,NA,NA,NA,NA,NA,NA,NA,NA,fail_mem
SP_skewed,tao=0.010000 Round=0,27,1,26,3,NA,NA,NA,NA,NA,NA,NA,NA,fail_fid
SP_skewed,tao=0.010000 Round=0,28,2,8,4,NA,NA,NA,NA,NA,NA,NA,NA,fail_fid
SP_skewed,tao=0.010000 Round=0,29,22,6,4,NA,NA,NA,NA,NA,NA,NA,NA,fail_mem
SP_balanced,tao=0.010000 Round=0,0,29,21,3,3,0,1,2,1|1|1,0.846199,0.5992,5,accepted
SP_balanced,tao=0.010000 Round=0,1,0,20,4,4,0,1,2,1|1|1|1,0.841365,0.530423,5,accepted
SP_balanced,tao=0.010000 Round=0,2,13,27,2,2,0,1,1,0|0,0.852749,0.9,3,accepted
SP_balanced,tao=0.010000 Round=0,3,16,23,4,4,0,1,2,2|2|2|2,0.826444,0.342026,7,accepted
SP_balanced,tao=0.010000 Round=0,4,27,12,4,4,0,1,2,1|1|1|1,0.816321,0.502905,9,accepted
SP_balanced,tao=0.010000 Round=0,5,20,24,4,4,0,1,2,1|1|1|1,0.812797,0.499334,5,accepted
SP_balanced,tao=0.010000 Round=0,6,7,28,4,4,0,1,2,1|1|1|1,0.817416,0.504798,10,accepted
SP_balanced,tao=0.010000 Round=0,7,24,26,4,4,0,1,2,1|1|1|1,0.808454,0.494585,8,accepted
SP_balanced,tao=0.010000 Round=0,8,10,1,4,4,0,1,2,1|1|1|1,0.825372,0.513012,12,accepted
SP_balanced,tao=0.010000 Round=0,9,7,19,3,3,0,1,2,0|0|0,0.823003,0.81,7,accepted
SP_balanced,tao=0.010000 Round=0,10,11,18,3,NA,NA,NA,NA,NA,NA,NA,NA,fail_mem
SP_balanced,tao=0.010000 Round=0,11,18,5,3,3,0,1,2,1|1|1,0.851779,0.605953,9,accepted
SP_balanced,tao=0.010000 Round=0,12,25,28,2,2,0,1,1,0|0,0.866268,0.899999,3,accepted
SP_balanced,tao=0.010000 Round=0,13,10,23,4,4,0,1,2,1|1|1|1,0.807816,0.49413,11,accepted
SP_balanced,tao=0.010000 Round=0,14,10,17,4,4,0,1,2,1|1|1|1,0.814925,0.501618,5,accepted
SP_balanced,tao=0.010000 Round=0,15,21,16,3,NA,NA,NA,NA,NA,NA,NA,NA,fail_mem
SP_balanced,tao=0.010000 Round=0,16,7,8,4,NA,NA,NA,NA,NA,NA,NA,NA,fail_mem
SP_balanced,tao=0.010000 Round=0,17,11,15,1,1,0,1,0,0,0.914295,0.999999,2,accepted
SP_balanced,tao=0.010000 Round=0,18,12,7,4,NA,NA,NA,NA,NA,NA,NA,NA,fail_mem
SP_balanced,tao=0.010000 Round=0,19,16,12,3,NA,NA,NA,NA,NA,NA,NA,NA,fail_mem
SP_balanced,tao=0.010000 Round=0,20,21,18,1,1,0,1,0,0,0.916035,0.999999,2,accepted
SP_balanced,tao=0.010000 Round=0,21,18,3,4,4,0,1,2,1|1|1|1,0.804729,0.490606,12,accepted
SP_balanced,tao=0.010000 Round=0,22,4,16,4,NA,NA,NA,NA,NA,NA,NA,NA,fail_mem
SP_balanced,tao=0.010000 Round=0,23,3,26,4,5,1,0,3,2|2|2|2|2,0.808113,0.279131,8,accepted
SP_balanced,tao=0.010000 Round=0,24,25,14,3,3,0,1,2,0|0|0,0.821897,0.81,7,accepted
SP_balanced,tao=0.010000 Round=0,25,23,8,3,NA,NA,NA,NA,NA,NA,NA,NA,fail_fid
SP_balanced,tao=0.010000 Round=0,26,29,15,4,NA,NA,NA,NA,NA,NA,NA,NA,fail_mem
SP_balanced,tao=0.010000 Round=0,27,1,26,3,3,0,1,2,0|0|0,0.828816,0.81,12,accepted
SP_balanced,tao=0.010000 Round=0,28,2,8,4,NA,NA,NA,NA,NA,NA,NA,NA,fail_fid
SP_balanced,tao=0.010000 Round=0,29,22,6,4,NA,NA,NA,NA,NA,NA,NA,NA,fail_mem
ZFA_routing,tao=0.020000 Round=0,15,21,16,3,3,0,1,2,1|0|0,0.800604,0.724834,4,accepted
ZFA_routing,tao=0.020000 Round=0,27,1,26,3,3,0,1,2,0|0|0,0.826238,0.81,12,accepted
ZFA_routing,tao=0.020000 Round=0,26,29,15,4,4,0,0,2,0|1|0|1,0.800578,0.603951,6,accepted
ZFA_routing,tao=0.020000 Round=0,25,23,8,3,3,0,1,2,0|0|1,0.806511,0.732767,6,accepted
ZFA_routing,tao=0.020000 Round=0,24,25,14,3,3,0,1,2,0|0|0,0.819338,0.81,9,accepted
ZFA_routing,tao=0.020000 Round=0,23,3,26,4,4,0,1,2,0|1|0|0,0.800598,0.663403,5,accepted
ZFA_routing,tao=0.020000 Round=0,22,4,16,4,4,0,1,3,4|2|0|0,0.800175,0.459078,9,accepted
ZFA_routing,tao=0.020000 Round=0,21,18,3,4,4,0,0,2,0|0|2|2,0.803208,0.538338,6,accepted
ZFA_routing,tao=0.020000 Round=0,20,21,18,1,1,0,1,0,0,0.915576,1,2,accepted
ZFA_routing,tao=0.020000 Round=0,19,16,12,3,3,0,1,2,0|0|4,0.818291,0.587304,12,accepted
ZFA_routing,tao=0.020000 Round=0,17,11,15,1,1,0,1,0,0,0.913832,1,2,accepted
ZFA_routing,tao=0.020000 Round=0,16,7,8,4,4,0,0,3,4|0|0|4,0.819178,0.370439,12,accepted
ZFA_routing,tao=0.020000 Round=0,0,29,21,3,3,0,1,2,1|0|0,0.806795,0.726527,8,accepted
ZFA_routing,tao=0.020000 Round=0,14,10,17,4,4,0,1,2,1|1|1|1,0.81167,0.501619,5,accepted
ZFA_routing,tao=0.020000 Round=0,13,10,23,4,4,0,1,2,1|1|1|1,0.804531,0.494131,5,accepted
ZFA_routing,tao=0.020000 Round=0,12,25,28,2,2,0,1,1,0|0,0.864732,0.9,3,accepted
ZFA_routing,tao=0.020000 Round=0,11,18,5,3,3,0,1,2,0|0|1,0.8119,0.740828,7,accepted
ZFA_routing,tao=0.020000 Round=0,10,11,18,3,3,0,0,2,4|0|0,0.809925,0.542772,10,accepted
ZFA_routing,tao=0.020000 Round=0,9,7,19,3,3,0,1,2,0|0|0,0.820503,0.81,7,accepted
ZFA_routing,tao=0.020000 Round=0,8,10,1,4,4,0,1,3,4|0|0|4,0.81243,0.36109,12,accepted
ZFA_routing,tao=0.020000 Round=0,7,24,26,4,4,0,0,2,5|5|0|0,0.800205,0.310871,12,accepted
ZFA_routing,tao=0.020000 Round=0,6,7,28,4,4,0,1,3,4|0|0|4,0.809981,0.336691,12,accepted
ZFA_routing,tao=0.020000 Round=0,5,20,24,4,4,0,0,3,5|0|0|4,0.800002,0.37447,12,accepted
ZFA_routing,tao=0.020000 Round=0,2,13,27,2,2,0,1,1,0|0,0.851152,0.9,3,accepted
ZFA_routing,tao=0.020000 Round=0,1,0,20,4,4,0,1,2,0|0|0|2,0.804774,0.605164,7,accepted
ZFA_routing,tao=0.020000 Round=0,3,16,23,4,NA,NA,NA,NA,NA,NA,NA,NA,no_shape
ZFA_routing,tao=0.020000 Round=0,4,27,12,4,NA,NA,NA,NA,NA,NA,NA,NA,no_shape
ZFA_routing,tao=0.020000 Round=0,18,12,7,4,NA,NA,NA,NA,NA,NA,NA,NA,no_shape
ZFA_routing,tao=0.020000 Round=0,28,2,8,4,NA,NA,NA,NA,NA,NA,NA,NA,no_shape
ZFA_routing,tao=0.020000 Round=0,29,22,6,4,NA,NA,NA,NA,NA,NA,NA,NA,no_shape
SP_skewed,tao=0.020000 Round=0,0,29,21,3,3,0,1,2,1|1|1,0.843712,0.599201,5,accepted
SP_skewed,tao=0.020000 Round=0,1,0,20,4,4,0,1,3,1|1|1|1,0.838132,0.530423,6,accepted
SP_skewed,tao=0.020000 Round=0,2,13,27,2,2,0,1,1,0|0,0.851152,0.9,3,accepted
SP_skewed,tao=0.020000 Round=0,3,16,23,4,4,0,1,3,2|2|2|2,0.823024,0.342027,8,accepted
SP_skewed,tao=0.020000 Round=0,4,27,12,4,4,0,1,3,1|1|1|1,0.812899,0.502905,9,accepted
SP_skewed,tao=0.020000 Round=0,5,20,24,4,4,0,1,3,1|1|1|1,0.809355,0.499334,6,accepted
SP_skewed,tao=0.020000 Round=0,6,7,28,4,4,0,1,3,1|1|1|1,0.814033,0.5048,10,accepted
SP_skewed,tao=0.020000 Round=0,7,24,26,4,4,0,1,3,1|1|1|1,0.804934,0.494586,11,accepted
SP_skewed,tao=0.020000 Round=0,8,10,1,4,4,0,1,3,1|1|1|1,0.821982,0.513013,11,accepted
SP_skewed,tao=0.020000 Round=0,9,7,19,3,3,0,1,2,0|0|0,0.820381,0.81,11,accepted
SP_skewed,tao=0.020000 Round=0,10,11,18,3,3,0,1,2,1|1|1,0.848683,0.60549,12,accepted
SP_skewed,tao=0.020000 Round=0,11,18,5,3,3,0,1,2,1|1|1,0.849319,0.605953,5,accepted
SP_skewed,tao=0.020000 Round=0,12,25,28,2,2,0,1,1,0|0,0.864732,0.9,10,accepted
SP_skewed,tao=0.020000 Round=0,13,10,23,4,4,0,1,3,1|1|1|1,0.804343,0.494131,12,accepted
SP_skewed,tao=0.020000 Round=0,14,10,17,4,4,0,1,3,1|1|1|1,0.811556,0.501619,6,accepted
SP_skewed,tao=0.020000 Round=0,15,21,16,3,NA,NA,NA,NA,NA,NA,NA,NA,fail_mem
SP_skewed,tao=0.020000 Round=0,16,7,8,4,NA,NA,NA,NA,NA,NA,NA,NA,fail_fid
SP_skewed,tao=0.020000 Round=0,17,11,15,1,1,0,1,0,0,0.913832,1,2,accepted
SP_skewed,tao=0.020000 Round=0,18,12,7,4,NA,NA,NA,NA,NA,NA,NA,NA,fail_fid
SP_skewed,tao=0.020000 Round=0,19,16,12,3,NA,NA,NA,NA,NA,NA,NA,NA,fail_mem
SP_skewed,tao=0.020000 Round=0,20,21,18,1,1,0,1,0,0,0.915576,1,2,accepted
SP_skewed,tao=0.020000 Round=0,21,18,3,4,NA,NA,NA,NA,NA,NA,NA,NA,fail_mem
SP_skewed,tao=0.020000 Round=0,22,4,16,4,NA,NA,NA,NA,NA,NA,NA,NA,fail_mem
SP_skewed,tao=0.020000 Round=0,23,3,26,4,5,1,0,4,2|2|2|2|2,0.803959,0.279132,10,accepted
SP_skewed,tao=0.020000 Round=0,24,25,14,3,NA,NA,NA,NA,NA,NA,NA,NA,fail_mem
SP_skewed,tao=0.020000 Round=0,25,23,8,3,NA,NA,NA,NA,NA,NA,NA,NA,fail_fid
SP_skewed,tao=0.020000 Round=0,26,29,15,4,NA,NA,NA,NA,NA,NA,NA,NA,fail_mem
SP_skewed,tao=0.020000 Round=0,27,1,26,3,NA,NA,NA,NA,NA,NA,NA,NA,fail_fid
SP_skewed,tao=0.020000 Round=0,28,2,8,4,NA,NA,NA,NA,NA,NA,NA,NA,fail_fid
SP_skewed,tao=0.020000 Round=0,29,22,6,4,NA,NA,NA,NA,NA,NA,NA,NA,fail_mem
SP_balanced,tao=0.020000 Round=0,0,29,21,3,3,0,1,2,1|1|1,0.84376,0.599201,5,accepted
SP_balanced,tao=0.020000 Round=0,1,0,20,4,4,0,1,2,1|1|1|1,0.838243,0.530423,5,accepted
SP_balanced,tao=0.020000 Round=0,2,13,27,2,2,0,1,1,0|0,0.851152,0.9,3,accepted
SP_balanced,tao=0.020000 Round=0,3,16,23,4,4,0,1,2,2|2|2|2,0.823235,0.342027,7,accepted
SP_balanced,tao=0.020000 Round=0,4,27,12,4,4,0,1,2,1|1|1|1,0.813067,0.502905,9,accepted
SP_balanced,tao=0.020000 Round=0,5,20,24,4,4,0,1,2,1|1|1|1,0.809531,0.499334,5,accepted
SP_balanced,tao=0.020000 Round=0,6,7,28,4,4,0,1,2,1|1|1|1,0.81418,0.5048,10,accepted
SP_balanced,tao=0.020000 Round=0,7,24,26,4,4,0,1,2,1|1|1|1,0.805167,0.494586,8,accepted
SP_balanced,tao=0.020000 Round=0,8,10,1,4,4,0,1,2,1|1|1|1,0.822167,0.513013,12,accepted
SP_balanced,tao=0.020000 Round=0,9,7,19,3,3,0,1,2,0|0|0,0.820503,0.81,7,accepted
SP_balanced,tao=0.020000 Round=0,10,11,18,3,NA,NA,NA,NA,NA,NA,NA,NA,fail_mem
SP_balanced,tao=0.020000 Round=0,11,18,5,3,3,0,1,2,1|1|1,0.849378,0.605953,9,accepted
SP_balanced,tao=0.020000 Round=0,12,25,28,2,2,0,1,1,0|0,0.864732,0.9,3,accepted
SP_balanced,tao=0.020000 Round=0,13,10,23,4,4,0,1,2,1|1|1|1,0.804531,0.494131,11,accepted
SP_balanced,tao=0.020000 Round=0,14,10,17,4,4,0,1,2,1|1|1|1,0.81167,0.501619,5,accepted
SP_balanced,tao=0.020000 Round=0,15,21,16,3,NA,NA,NA,NA,NA,NA,NA,NA,fail_mem
SP_balanced,tao=0.020000 Round=0,16,7,8,4,NA,NA,NA,NA,NA,NA,NA,NA,fail_mem
SP_balanced,tao=0.020000 Round=0,17,11,15,1,1,0,1,0,0,0.913832,1,2,accepted
SP_balanced,tao=0.020000 Round=0,18,12,7,4,NA,NA,NA,NA,NA,NA,NA,NA,fail_mem
SP_balanced,tao=0.020000 Round=0,19,16,12,3,NA,NA,NA,NA,NA,NA,NA,NA,fail_mem
SP_balanced,tao=0.020000 Round=0,20,21,18,1,1,0,1,0,0,0.915576,1,2,accepted
SP_balanced,tao=0.020000 Round=0,21,18,3,4,4,0,1,2,1|1|1|1,0.801426,0.490607,12,accepted
SP_balanced,tao=0.020000 Round=0,22,4,16,4,NA,NA,NA,NA,NA,NA,NA,NA,fail_mem
